id,name,card_no,card_provider,shop_no,shop_name,loc,prd_name,price,result,txdate
eunyeongi,´ì_,3.7267E+14,VISA 16 digit,12003460,¼ì_,"37.5337, 126.9897",__,20000,¹ì_,2022.11.29 4:43
gyeongja00,ìµ_ì§,2.2376E+15,Mastercard,12054714,ì»´ë_,"37.5198, 127.0993",¼ê²¹ ,10000,¹ì_,2022.12.1 9:56
idoyun,´ì_,3.52775E+15,American Express,12293916,_ë°____,"37.6086, 127.0088",¼ì_,20000,¹ì_,2022.11.29 22:24
ci,ë°__,4.61251E+15,VISA 19 digit,20012770,ë§____ì¡±ë_,"37.5489, 126.9494",__(ì¤),16000,¹ì_,2022.12.3 8:15
ebag,¥ì_,4.74083E+18,JCB 16 digit,16104332,____ì§,"37.4714, 126.9037",ë¯¸ì_ë£(__),30000,¹ì_,2022.12.2 11:43
minsugim,´ì_ë¯,3.59783E+15,Maestro,23215868,CU,"37.54, 127.0635",__ë©,4500,¹ì_,2022.11.29 15:10
gojihye,ë°__,4.72148E+18,JCB 16 digit,11848936,_§¥ë°©ë°°ì§,"37.4817, 126.9971",__ë³¶ì_,6000,¹ì_,2022.12.5 17:26
rcoe,¥ì_,4.82484E+15,Diners Club / Carte Blanche,16749838,ë§____,"37.5992, 127.0999",ë¼__¥êµ­,7000,¹ì_,2022.12.4 20:57
gimbyeongceol,ì°¨ì_,2.38679E+15,Mastercard,16236901,¬ë¦¬,"37.534, 126.9911",__,25000,¹ì_,2022.12.3 19:47
psong,ìµ__,3.58953E+15,VISA 16 digit,26404373,ì£¼ì»¤,"37.5199, 127.132",____,3900,¹ì_,2022.12.5 14:17
zgweon,´ìê²,3.56632E+15,VISA 16 digit,19987702,____,"37.5863, 127.0181",¼ì__ë¹(250g),10900,¹ì_,2022.12.2 16:26
seungmin77,ê¹__,3.52557E+15,VISA 16 digit,14250094,ì¡°ë_¬ê³µ¸ì_ê°__,"37.5777, 126.9243",__ë§¤ê¸°(150g),13000,¹ì_,2022.12.5 7:57
bagseungmin,ê¹¤ì_,3.61935E+13,VISA 13 digit,24519147,____,"37.5626, 127.0216",ì§¬ë_,3900,¹ì_,2022.11.30 20:53
anyeongmi,__,2.1312E+14,American Express,22983833,__°ë°©_,"37.6004, 127.01",__ë§__,3000,¹ì_,2022.12.1 7:38
mijeong83,´ì_,3.53239E+15,VISA 16 digit,26154715,ëª__ë¬´ì_¥ì_¤ê²¹,"37.5487, 127.1441",_êµ,8000,¹ì_,2022.12.4 10:00
iseojun,ê¹ì§,6.56567E+15,American Express,12005057,êµ__ì¹____1¸ì_,"37.5157, 127.0174",__ì±__ë¹_°¥ ,5500,¹ì_,2022.12.4 12:59
ocoe,ë¥_,3.54042E+15,Discover,22405278,__ë§¤ì_____,"37.6578, 127.0368",ì»¤í_,10000,¹ì_,2022.12.5 0:43
jaehyeonhan,ê¹ì§,6.01173E+15,American Express,11993279,ë¦¬ì_¤ì___,"37.5929, 127.0771",¼ë¨¸,25000,¹ì_,2022.12.3 7:47
junhyeogseo,ë°_²½,4.10491E+18,VISA 16 digit,26530489,¬ì_ê¸°ì_,"37.573, 126.9918",ì´¬ì_ë£,8000,¹ì_,2022.11.28 9:50
gweonyeongsig,ë°_ì§,2.13117E+14,JCB 16 digit,25676639,___ë¯,"37.505, 127.0777",__ë¶__,7000,¹ì_,2022.11.28 16:18
pno,¸ì_,6.50087E+15,VISA 19 digit,16489612,¨ë_ì¢__ê´ë¦,"37.4787, 126.8787",¤ê²¹(200g),14000,¹ì_,2022.12.3 10:06
jiweon93,ê¹ê²,2.71669E+15,Discover,26528083,¤ì_,"37.5533, 127.1555",¸í_,7000,¹ì_,2022.11.30 22:03
gimsanghyeon,©ì_ì§,3.55824E+15,Diners Club / Carte Blanche,27731357,____´ë¦°´ì_,"37.6463, 127.0215",´ë¬¼__ë¶ì°__,6000,¹ì_,2022.12.5 10:17
jeongung67,ë°_,4.41607E+12,Discover,25620737,°í,"37.527, 127.0364",ê³°í_,7000,¹ì_,2022.12.2 1:58
eyang,°ì_,2.29658E+15,JCB 15 digit,22940023,__ì¹__ë¹____,"37.5567, 127.0817",ë°__ë¦¬í_,9000,¹ì_,2022.11.29 7:05
hyeonjeong54,ê¹ë¯¼ì,1.801E+14,American Express,12675898,¬ì_ë¯¸ì_,"37.5274, 127.1356",_£¼ë¹__ë°,7500,¹ì_,2022.11.30 22:12
doyunson,ìµ_,3.58643E+15,JCB 16 digit,20815033,ëª__ë§__¥ì_ë°°ë_,"37.5776, 127.0679",_,5500,¹ì_,2022.12.3 5:41
bagjihun,¡ì_ì§,3.50739E+15,JCB 16 digit,22278223,DigitalHP,"37.6184, 127.0237",¼ê²¹(êµ_),10000,¹ì_,2022.12.5 21:06
pcoe,ì§_,6.30437E+11,VISA 19 digit,22988728,´ì___¤í_,"37.5113, 127.0165",ì§¬ë_,3000,¹ì_,2022.11.29 6:18
fha,ë°__,5.02064E+11,American Express,17504918,ë·°ì_ë¡±ì_¸ë_¤ì_,"37.5666, 127.0241",¼ê²¹,9000,¹ì_,2022.12.5 2:15
junyeonggim,ê¹ì§,1.80031E+14,Discover,27877695,ê´__ë¬¸ì_¤ì_,"37.5017, 127.0253",__ì°__ë°±ë_,5000,¹ì_,2022.12.2 16:01
seojun35,ë°__,4.26367E+15,JCB 16 digit,22562852,´ì___¤í___,"37.4767, 126.9715",ë¯¸ì_ë£(__),25000,¹ì_,2022.12.1 10:56
byeongceoli,ì¡°ì,5.67994E+11,VISA 13 digit,11981851,¸ë_¼ë_ë¸_µ¬__¬ì_,"37.5395, 127.0927",¼ë_,14500,¹ì_,2022.12.5 14:19
minseocoe,ê¹__,3.57233E+15,VISA 13 digit,23397779,____,"37.522, 126.9008",__ë¶ ,6000,¹ì_,2022.12.1 11:36
iyejun,´í_,4.51122E+18,JCB 15 digit,12663466,´ì_¤í_,"37.637, 127.017",_³µ¸í_ë£,5000,¹ì_,2022.12.4 5:36
ygim,´ì_ì¤,4.86802E+12,VISA 19 digit,23065090,ê¹¡ë¤ì_,"37.5489, 126.9619",__êµ_,2000,¹ì_,2022.11.30 6:33
gimmiyeong,ê¹__,3.03964E+13,American Express,24372783,____ë§¤ì_,"37.5331, 126.8266",°ë_,4500,¹ì_,2022.11.30 20:29
rbag,ê¹ì§,4.5966E+12,VISA 19 digit,12581107,____ë¡_ë°±í__²­_¦¬,"37.5842, 127.0511",ì»¤í_,10000,¹ì_,2022.12.3 16:50
jiyeong52,ê¹__,4.65206E+18,VISA 13 digit,11944239,ë°___¼ì_,"37.5534, 127.1323",ì»·í_,5000,¹ì_,2022.12.4 15:23
yeongsuggim,©ì_,6.55718E+15,Mastercard,21854070,_¡¬ê³µì_ì¤__,"37.5612, 126.8416",ì²µ­,6000,¹ì_,2022.12.3 16:29
songjeongsu,ë°_,5.0181E+11,Maestro,16097997,°ë¦¬__¸í_,"37.5307, 127.1388",ë¶__ê¸°ì_,7000,¹ì_,2022.12.2 7:51
bagdonghyeon,ì§ê²½ì_,3.77482E+14,VISA 16 digit,24316067,CUSK¸ì_£¼__,"37.655, 127.0585",__(ê²½ë_°ë),15000,¹ì_,2022.12.4 6:39
hongyeonggil,ê³½ì_ì²,4.4538E+12,Mastercard,26349381,__¨ì»¤¼í_êµ,"37.5214, 127.0298",ì§__+ì§¬ë_set,7000,¹ì_,2022.12.4 10:34
ibag,¤ì_ì§,3.55509E+15,JCB 16 digit,16224894,__¨ì_£¨__,"37.4836, 127.1223",¼ì__ë¦ 400g,25000,¹ì_,2022.11.30 11:38
jeongsu00,¥ì,5.02079E+11,American Express,23062112,¤ì_ê°¤ë_ë¦,"37.6746, 127.0476",__,20000,¹ì_,2022.12.4 18:44
wgim,©ì_,4.91414E+12,JCB 16 digit,22436005,__ì§____,"37.5324, 126.8651",¤ë___,5000,¹ì_,2022.12.3 8:42
gimjungsu,ìµ__,4.16961E+12,VISA 19 digit,12612393,__ë¡__¼ì_ë¦¬ì_,"37.4985, 127.0251",_êµ,5000,¹ì_,2022.11.30 10:34
yeongsigbag,__,1.80021E+14,Discover,24045126,¤ì_ë¹__°ì_,"37.4621, 127.0518",ì»¤í_,6000,¹ì_,2022.11.28 20:22
yjang,ë°_³´,4.39187E+18,VISA 19 digit,16056898,CU,"37.5635, 127.0694",¼ì_ë¹__ë°,4000,¹ì_,2022.11.30 17:52
yejibag,__,6.76136E+11,JCB 16 digit,17096055,ë§_ì¡±ë_,"37.5796, 126.8987",ì§¬ë_,4000,¹ì_,2022.12.3 3:24
qbag,ë°__,6.76155E+11,JCB 15 digit,17254693,__ë£¨ì_,"37.5366, 127.0021",ë³¶ì_ë°,5500,¹ì_,2022.12.2 14:45
seonghun48,ê¹_,4.09989E+12,Discover,12582876,ì¿_²¸,"37.5653, 126.981",ê¹ì¹__ê°,3000,¹ì_,2022.11.30 3:35
gangyeongsun,ë¬¸ë,4.77522E+15,JCB 16 digit,22539531,ë¦°ë_´ë³´¼ë___,"37.5012, 126.8452",ì»¤í_(´ë¥´ ¬í_),6000,¹ì_,2022.12.3 6:15
yunseogim,´ì,3.58379E+15,VISA 16 digit,26293283,½ì___,"37.4961, 127.0194",¼ì_ë¹__ë°,4000,¹ì_,2022.12.1 19:18
cunjabag,ê¹_¸¸,4.35644E+12,JCB 15 digit,12341621,_ì¯,"37.6263, 127.0785",__ë©,4000,¹ì_,2022.12.3 8:48
eunyeongcoe,__,4.60952E+18,VISA 19 digit,15492086,ê°¼ë__,"37.4811, 126.9274",ê¹ì¹__ê°_°±ë°,6000,¹ì_,2022.12.2 2:00
yeonghyigim,ê¹ëª__,5.0208E+11,Maestro,25762214,¤ì_ì²_¦¬¼ë_ë¦__°±__,"37.4869, 126.9816",ì§¬ë_,7000,¹ì_,2022.12.2 0:59
agu,ê¶_,4.39771E+15,VISA 13 digit,21942073,__¸ë_ë¥´ì_,"37.4921, 126.9866",ê¹ì¹__ê°,5500,¹ì_,2022.11.30 20:42
seungmini,¥ë,3.05624E+13,American Express,25771803,¨ì_,"37.5629, 127.0629",ê¹ì¹__ê°,4500,¹ì_,2022.12.3 17:11
minseocoe,ë°__,2.28774E+15,VISA 16 digit,23229382,__,"37.5547, 126.9773",¹ëª¨¬ì_ë°(10p),10000,¹ì_,2022.12.2 11:06
cunjacoe,ê¹ë¯¼ì,3.54609E+15,Maestro,11783995,CU,"37.5862, 127.0108",¼ìê°__,13000,¹ì_,2022.12.1 23:20
